num_targets,target_fitness_cost,recomb_rate,shared_cas9,baseline_cleavage_rate,saturation_factor,target_cut_rate,drive_cut_rate,drive_r1_rate,drive_fitness_cost,drive_dominance,target_r1_rate,target_dominance,avg_max_load,avg_time_to_maximum_genetic_load,recovery_marker,avg_rate_genetic_load_fell_below_marker,avg_time_to_genetic_load_below_marker,drive_loss_rate,avg_time_to_drive_loss,drive_fixed_rate,avg_time_to_drive_fixation,disrupted_lost_rate,avg_time_to_disrupted_lost,disrupted_fixed_rate,avg_time_to_disrupted_fixation,simulation_timed_out_rate,avg_ending_genetic_load,avg_total_load,theoretical_potential_load,fraction_of_max_load_attained
7,0.5,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6250959500000001,11,0.2,1,23,1,299.45,0,-1,0,-1,0,-1,1,7.999999999999999e-5,18.045421193000088,0.99296875,0.6295222785208499
8,0.5,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.66841835,11,0.2,1,24,0.9,285.6666666666667,0.1,43,0,-1,0,-1,1,0.01007474999999999,22.752058482500125,0.996484375,0.6707765488043905
9,0.5,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7062362,11.35,0.2,1,25,0.85,298.05882352941177,0.15,47.666666666666664,0,-1,0,-1,1,0.01514125,25.01511664150012,0.9982421875,0.707479816865584
10,0.5,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7406801999999999,11.7,0.2,1,25.95,1,289.4,0,-1,0,-1,0,-1,1,9.25e-5,20.568818673000084,0.99912109375,0.7413317611181701
1,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.21207725,10,0.2,1,12.85,0.85,295.1764705882353,0.15,30.666666666666668,0.45,412.1111111111111,0,-1,0.55,0.01503135,19.413042675000035,0.595,0.3564323529411765
2,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.30885584999999993,10,0.2,1,15.95,0.85,302.1764705882353,0.1,45,0.2,392,0,-1,0.85,0.010011,19.01661832350001,0.81775,0.3776898196270253
3,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.39444055,10.1,0.2,1,17.75,0.9,292.1666666666667,0.1,22.5,0.15,465.3333333333333,0,-1,0.85,0.0100165,19.554225369500006,0.9179875000000001,0.4296796525007148
4,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.4665886,10.45,0.2,1,19,0.95,292.8421052631579,0.05,19,0.05,451,0,-1,0.95,0.0050385,18.005992054499984,0.9630943750000001,0.48446820177929084
5,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.5342934500000001,10.9,0.2,1,20.25,0.85,285.7647058823529,0.15,26.666666666666668,0,-1,0,-1,1,0.01502419999999999,23.432366128000005,0.98339246875,0.543316597369457
6,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.5941737,11,0.2,1,21.7,0.9,302,0.1,40,0.1,486.5,0,-1,0.9,0.0100655,22.370156437499976,0.9925266109375,0.5986476266251117
7,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.645428,11,0.2,1,22.65,0.85,307.05882352941177,0.15,19.333333333333332,0,-1,0,-1,1,0.0150685,24.02548620699999,0.996636974921875,0.6476059149326606
8,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6897264000000001,11,0.2,1,23.4,0.95,292.6842105263158,0.05,16,0,-1,0,-1,1,0.00507975,20.97123668699993,0.9984866387148438,0.6907717872797474
9,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7258568500000002,11.3,0.2,1,24.5,1,294.7,0,-1,0,-1,0,-1,1,6.325e-5,20.15324893849992,0.9993189874216797,0.726351504510854
10,0.55,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.75979485,11.95,0.2,1,25.4,0.85,277.1764705882353,0.15,29.333333333333332,0,-1,0,-1,1,0.0151331,25.601122537499965,0.9996935443397559,0.7600277648104689
1,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.21639885000000003,10,0.2,1,12.95,0.9,293.3888888888889,0.1,41,0.75,376.46666666666664,0,-1,0.25,0.010003,16.348647450000023,0.6399999999999999,0.3381232031250001
2,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.31958155,10,0.2,1,15.85,0.9,289,0.1,17,0.1,422.5,0,-1,0.9,0.010021,18.69822314000003,0.856,0.37334293224299064
3,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.4073231,10.05,0.2,1,17.3,0.95,312.4736842105263,0.05,13,0.25,404.8,0,-1,0.75,0.00503,17.83431178400001,0.9424,0.4322189091680815
4,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.4814175500000001,10.35,0.2,1,18.95,0.7,305.42857142857144,0.3,36.333333333333336,0.1,380.5,0,-1,0.9,0.03002069999999999,26.62872380500006,0.97696,0.49277099369472654
5,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.5490664,10.8,0.2,1,20,0.75,282.4,0.25,35.4,0.05,483,0,-1,0.95,0.0250318,26.024498406000028,0.990784,0.5541736644919578
6,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6108831000000001,10.95,0.2,1,21.1,0.85,283.70588235294116,0.15,44,0,-1,0,-1,1,0.0150864,22.81962026300004,0.9963136,0.6131433917995299
7,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6624122,11,0.2,1,22.05,1,303.85,0,-1,0.05,494,0,-1,0.95,5.4e-5,19.871441064500058,0.99852544,0.6633904089614382
8,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7050636499999999,11.05,0.2,1,23.15,1,300.25,0,-1,0,-1,0,-1,1,5.700000000000001e-5,19.58027891700005,0.999410176,0.7054797588933094
9,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7411031499999999,11.4,0.2,1,24,0.95,301.7368421052632,0.05,24,0,-1,0,-1,1,0.00508699999999999,21.06694504850004,0.9997640704,0.7412780394313317
10,0.6,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7761364500000001,11.9,0.2,1,24.95,1,296.95,0,-1,0.05,479,0,-1,0.95,9.6e-5,20.947174625500043,0.99990562816,0.7762097023378356
1,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.22026855,10,0.2,1,12.95,0.85,308.2352941176471,0.15,57.333333333333336,0.7,345.07142857142856,0,-1,0.3,0.01500325,18.22227151000004,0.685,0.32155992700729924
2,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.32674010000000003,10,0.2,1,15.65,0.95,292.42105263157896,0.05,17,0.25,417.4,0,-1,0.75,0.00502599999999999,16.8224505775,0.88975,0.36722686147794326
3,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.4200562,10,0.2,1,17.25,0.7,304.7857142857143,0.3,33.833333333333336,0.15,431.3333333333333,0,-1,0.85,0.03001949999999999,26.491924419500094,0.9614125,0.43691568395459807
4,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.4969530000000001,10.25,0.2,1,18.85,0.85,293.70588235294116,0.15,29.333333333333332,0.15,431,0,-1,0.85,0.01501889999999999,22.226766566000016,0.986494375,0.5037565470152834
5,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.56415205,10.7,0.2,1,20,0.95,293.2105263157895,0.05,39,0.05,367,0,-1,0.95,0.00502894999999999,19.323893837999975,0.99527303125,0.5668314445247861
6,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6258160500000001,11,0.2,1,21,0.85,308.6470588235294,0.15,28.333333333333332,0.05,443,0,-1,0.95,0.0150319,24.08368403364997,0.9983455609375,0.6268531403217992
7,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.67809775,11,0.2,1,21.95,0.9,293.1666666666667,0.1,19,0,-1,0,-1,1,0.0100413,21.874428526499976,0.999420946328125,0.6784906324920774
8,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7211009999999999,11,0.2,1,22.9,0.9,288.22222222222223,0.1,26.5,0,-1,0,-1,1,0.01009359999999999,23.10008398499996,0.9997973312148437,0.7212471742886104
9,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7550937000000001,11.5,0.2,1,23.85,0.85,278.94117647058823,0.15,21.333333333333332,0,-1,0,-1,1,0.01505465,24.962831834499987,0.9999290659251953,0.7551472656726319
10,0.65,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7911467999999999,11.75,0.2,1,24.45,0.9,286,0.1,57,0,-1,0,-1,1,0.01006015,23.188432340499947,0.9999751730738183,0.7911664422308586
1,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.22712429999999997,9.95,0.2,1,13,0.8,291.0625,0.2,28.25,0.65,308.15384615384613,0,-1,0.35,0.020007,18.72163067500002,0.73,0.31112917808219176
2,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.33575140000000003,10,0.2,1,15.4,0.75,305.4,0.25,40.6,0.65,407.9230769230769,0,-1,0.35,0.0250175,23.189793230000035,0.9189999999999999,0.36534428726877044
3,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.42805145,10.05,0.2,1,17.1,0.9,291.55555555555554,0.1,39.5,0.3,455.1666666666667,0,-1,0.7,0.010007,19.277108703,0.9757,0.43871215537562774
4,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.50675605,10.3,0.2,1,18.7,0.85,304.29411764705884,0.15,33,0.3,409.5,0,-1,0.7,0.01501715,21.024291380000005,0.99271,0.5104774304681126
5,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.57570835,10.75,0.2,1,19.65,0.85,296.2352941176471,0.15,28.666666666666668,0.1,450.5,0,-1,0.9,0.01502065,22.6846010935,0.997813,0.576970183791953
6,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.63646645,10.95,0.2,1,20.8,0.8,298.4375,0.2,34.75,0,-1,0,-1,1,0.02002415,25.48325513550001,0.9993439,0.636884309795657
7,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.69083435,11,0.2,1,21.8,0.95,298.5263157894737,0.05,29,0.05,467,0,-1,0.95,0.00506615,20.387918174999964,0.99980317,0.6909703536947178
8,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7332817500000001,11,0.2,1,22.65,0.85,296.94117647058823,0.15,28.666666666666668,0.05,446,0,-1,0.95,0.01504829999999999,24.964919313000006,0.999940951,0.7333250521110022
9,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7701342000000001,11.6,0.2,1,23.5,0.8,306.0625,0.2,26.75,0,-1,0,-1,1,0.02007175,27.874023337499988,0.9999822853,0.7701478429379934
10,0.7,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8029690499999997,11.95,0.2,1,24.25,0.9,303,0.1,34,0,-1,0,-1,1,0.010084,24.317361500499995,0.99999468559,0.802973317329427
1,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.22886795,9.8,0.2,1,12.95,0.95,288.89473684210526,0.05,39,0.7,327.14285714285717,0,-1,0.3,0.00500375,14.97713955750002,0.775,0.29531348387096773
2,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.34119605000000003,10,0.2,1,15.4,0.85,298.05882352941177,0.15,46,0.3,380.8333333333333,0,-1,0.7,0.0150109,20.59470497700007,0.94375,0.36153223841059606
3,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.4375584,10,0.2,1,17,0.95,307.63157894736844,0.05,34,0.3,435.1666666666667,0,-1,0.7,0.00501875,17.74058525350003,0.9859375,0.44379932805071315
4,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.51767805,10.15,0.2,1,18.25,0.95,303.63157894736844,0.05,16,0.1,416.5,0,-1,0.9,0.00502625,18.631959819500032,0.996484375,0.5195044327714622
5,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.58555735,10.7,0.2,1,19.55,1,287.75,0,-1,0.15,418.6666666666667,0,-1,0.85,2.625e-5,17.16653796199997,0.99912109375,0.5860724527416674
6,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6491949499999999,11,0.2,1,20.45,0.85,298.94117647058823,0.15,28,0.1,481.5,0,-1,0.9,0.01501465,23.490789619000022,0.9997802734375,0.649337626724622
7,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7018103999999998,11,0.2,1,21.25,0.9,302.05555555555554,0.1,14,0,-1,0,-1,1,0.01004125,21.97657247500001,0.999945068359375,0.7018489537144983
8,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.74668605,11.05,0.2,1,22.25,0.9,292.72222222222223,0.1,38,0.05,459,0,-1,0.95,0.0100664,23.420146593,0.9999862670898437,0.7466963043132612
9,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.78041045,11.5,0.2,1,23.1,0.85,307.70588235294116,0.15,37.666666666666664,0,-1,0,-1,1,0.01503714999999999,25.094736503000025,0.999996566772461,0.7804131293358474
10,0.75,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8146267500000001,11.85,0.2,1,23.95,0.95,292.4736842105263,0.05,29,0,-1,0,-1,1,0.00505625,21.8702019285,0.9999991416931152,0.8146274492003482
1,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.23164960000000004,9.85,0.2,1,12.9,0.85,313,0.15,28.333333333333332,0.75,335.53333333333336,0,-1,0.25,0.015,17.55078120000004,0.8200000000000001,0.282499512195122
2,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.3466625,10,0.2,1,15.1,0.85,295.5882352941176,0.15,26,0.7,397.5,0,-1,0.3,0.01500799999999999,19.409254530000048,0.964,0.35960840248962656
3,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.44750795000000015,10,0.2,1,17,0.75,303.26666666666665,0.25,34.8,0.2,400.75,0,-1,0.85,0.0250156,24.47879795300006,0.9928,0.45075337429492357
4,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.5281612499999999,10.2,0.2,1,18,0.85,284.8235294117647,0.15,26,0.3,435.3333333333333,0,-1,0.7,0.015016,20.849739311000043,0.99856,0.5289228989745233
5,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.5979475500000001,10.6,0.2,1,19.2,0.95,299.94736842105266,0.05,15,0.15,452.3333333333333,0,-1,0.85,0.00501999999999999,19.58029475900004,0.999712,0.5981198085048495
6,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.65991405,11,0.2,1,20.1,0.75,287.73333333333335,0.25,24,0.15,416.6666666666667,0,-1,0.85,0.0250468,26.53638337750005,0.9999424,0.6599520632388426
7,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7139659999999999,11.05,0.2,1,21.25,0.9,299,0.1,19,0.1,461,0,-1,0.9,0.010072,22.174414779500054,0.99998848,0.7139742249830717
8,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7552738000000001,11.1,0.2,1,22,0.9,285.1111111111111,0.1,23.5,0.05,409,0,-1,0.95,0.010036,22.34419941050006,0.999997696,0.7552755401548447
9,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7909913500000001,11.5,0.2,1,23,0.85,279.05882352941177,0.15,18.666666666666668,0.05,445,0,-1,0.95,0.0150516,23.77410167100008,0.9999995392,0.7909917144889822
10,0.8,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8255783499999998,11.9,0.2,1,23.85,0.95,290.89473684210526,0.05,15,0,-1,0,-1,1,0.00505599999999999,21.52842078200007,0.99999990784,0.8255784260853075
1,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.23451375,9.55,0.2,1,13,0.8,298.75,0.2,36,0.7,313.7142857142857,0,-1,0.3,0.02000425,20.339218530000036,0.865,0.271114161849711
2,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.3549557,10,0.2,1,15.1,0.95,299.1578947368421,0.05,44,0.3,325,0,-1,0.7,0.00503825,17.305761006500013,0.97975,0.3622921153355448
3,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.45419495,10,0.2,1,16.8,0.95,307.36842105263156,0.05,31,0.4,393.125,0,-1,0.6,0.00501275,17.135389440500013,0.9969625,0.45557877051544066
4,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.53710905,10.1,0.2,1,18,0.9,291.72222222222223,0.1,47,0.15,455.3333333333333,0,-1,0.85,0.010017,20.384126414499985,0.999544375,0.5373538818624235
5,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6072793,10.65,0.2,1,19.05,0.95,297.94736842105266,0.05,31,0.25,429,0,-1,0.75,0.00505355,19.063061611999988,0.99993165625,0.6073208065813748
6,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.67233025,11,0.2,1,20.05,0.8,300,0.2,33.75,0.1,462.5,0,-1,0.9,0.02002125,25.410811520499987,0.9999897484375,0.6723371425062376
7,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.72541725,11,0.2,1,21,0.9,299.3888888888889,0.1,26.5,0.05,332,0,-1,0.95,0.01004675,20.75098211149995,0.999998462265625,0.7254183655007569
8,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.76488195,11.15,0.2,1,22,0.9,288.8888888888889,0.1,48.5,0,-1,0,-1,1,0.0100421,22.40413386349996,0.9999997693398438,0.7648821264278308
9,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8025195499999999,11.75,0.2,1,22.95,0.95,282.5263157894737,0.05,58,0.05,453,0,-1,0.95,0.005034,20.74443180549994,0.9999999654009766,0.8025195777663935
10,0.85,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8352735499999998,11.95,0.2,1,23.5,0.85,278.1764705882353,0.15,21.666666666666668,0,-1,0,-1,1,0.0150659,24.854401025999977,0.9999999948101465,0.8352735543349472
1,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.23812995,9.75,0.2,1,12.95,0.8,300.125,0.2,35,0.7,310.07142857142856,0,-1,0.3,0.0200045,19.24055007500005,0.91,0.2616812637362637
2,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.35833495000000004,9.9,0.2,1,15,1,300.8,0,-1,0.55,382.90909090909093,0,-1,0.45,1.8e-5,15.542009837500007,0.991,0.3615892532795157
3,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.46085035,10,0.2,1,16.65,1,294.1,0,-1,0.45,397.3333333333333,0,-1,0.55,9e-6,15.47563064400001,0.9991,0.46126548894004604
4,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.5467765000000001,10.1,0.2,1,18,0.9,286.05555555555554,0.1,18.5,0.15,488.3333333333333,0,-1,0.85,0.01001305,19.29587748000005,0.99991,0.5468257143142884
5,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.61659135,10.5,0.2,1,19,1,294.95,0,-1,0.15,454.3333333333333,0,-1,0.85,3.15e-5,17.653446770500018,0.999991,0.6165968993720944
6,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.678378,10.95,0.2,1,20,0.9,297.55555555555554,0.1,31,0.2,424.25,0,-1,0.8,0.01002205,22.05864281450005,0.9999991,0.6783786105407495
7,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.73246275,11,0.2,1,20.95,0.95,285,0.05,20,0.1,436,0,-1,0.9,0.00504815,19.92881887850003,0.99999991,0.7324628159216535
8,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7755016499999999,11.2,0.2,1,21.9,0.95,306.10526315789474,0.05,16,0.1,412,0,-1,0.9,0.00506705,20.653862853500037,0.999999991,0.7755016569795148
9,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8093109500000001,11.75,0.2,1,22.8,0.85,283.7647058823529,0.15,50.666666666666664,0,-1,0,-1,1,0.01503915,24.58674393500007,0.9999999991,0.8093109507283799
10,0.9,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8419931499999999,12,0.2,1,23.4,1,290.7,0,-1,0.15,461,0,-1,0.85,3.6e-5,20.050860836500032,0.99999999991,0.8419931500757792
1,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.2407981,9.6,0.2,1,13,0.85,300.5882352941176,0.15,30,0.6,313.0833333333333,0,-1,0.4,0.0150095,18.069433757500033,0.955,0.25214460732984295
2,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.36453685,9.95,0.2,1,15,0.7,283.57142857142856,0.3,33,0.5,347.5,0,-1,0.5,0.03000855,22.966525881000063,0.99775,0.3653589075419694
3,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.47012599999999993,10,0.2,1,16.75,1,291.45,0,-1,0.4,393.75,0,-1,0.6,9.5e-6,15.60827673200001,0.9998875,0.47017889512570155
4,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.55217535,10,0.2,1,18,0.75,295.6,0.25,52,0.2,441,0,-1,0.8,0.0250328,25.430611749500077,0.999994375,0.552178456003815
5,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6254289,10.55,0.2,1,19,0.9,284.6111111111111,0.1,17.5,0.3,415.1666666666667,0,-1,0.7,0.0100271,20.07909996000006,0.99999971875,0.6254290759019275
6,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.6902792,11,0.2,1,20,0.85,306.11764705882354,0.15,19.666666666666668,0.05,462,0,-1,0.95,0.015057,24.357317573500076,0.9999999859375,0.6902792097070514
7,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7428123999999998,11,0.2,1,20.95,1,281.15,0,-1,0.25,410.4,0,-1,0.75,1.9e-5,17.83870983000009,0.999999999296875,0.7428124005222898
8,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.7805519000000001,11.2,0.2,1,22,0.85,287.88235294117646,0.15,34.666666666666664,0.1,437,0,-1,0.9,0.0150285,23.7907953315001,0.9999999999648438,0.7805519000274413
9,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8166591999999999,11.8,0.2,1,22.35,1,271.35,0,-1,0.05,401,0,-1,0.95,3.325e-5,18.18835507950014,0.9999999999982422,0.8166592000014354
10,0.95,0.5,0,0.5,0,0.5,1,0.001,0.1,0.5,0.3333333333,0,0.8524956999999999,12,0.2,1,23.15,0.95,290.6842105263158,0.05,24,0.05,465,0,-1,0.95,0.00505654999999999,21.418356272500127,0.9999999999999121,0.8524957000000748
