num_target_loci,target_fitness_cost,recomb_rate,shared_cas9?,baseline_cleavage_rate,saturation_factor,target_cleavage_rate,drive_cleavage_rate,drive_r1_rate,drive_fitness_cost,drive_dominance,target_r1_rate,target_dominance,recovery_marker,avg_minimum_fitness,avg_time_to_minimum_fitness,avg_time_to_fitness_recovery,avg_ending_fitness,avg_ending_drive_rate,avg_ending_disrupted_rate,rate_drive_lost_disrupted_lost,rate_drive_lost_disrupted_fixed,rate_drive_fixed_disrupted_lost,rate_drive_fixed_disrupted_fixed,rate_simulation_timed_out,num_replicates
9,0.5,0.5,0,1,0.5,0.3333333333333333,1,0.001,0.1,0.5,0.01,0,0.99,0.04724081000000001,17.55,123.75,0.9699825,0.3,5.925001e-4,0.15,0,0.15,0,0.7,20
9,0.4,0.5,0,1,0.5,0.3333333333333333,1,0.001,0.1,0.5,0.01,0,0.99,0.060939135,18.05,122.75,0.9699564,0.3,0.00128750005,0.15,0,0,0,0.85,20
9,0.3,0.5,0,1,0.5,0.3333333333333333,1,0.001,0.1,0.5,0.01,0,0.99,0.092786395,19.05,166.05,0.9949565,0.05,0.00159333349999999,0.1,0,0,0,0.9,20
9,0.2,0.5,0,1,0.5,0.3333333333333333,1,0.001,0.1,0.5,0.01,0,0.99,0.16847425,20.15,140.8,0.9749419,0.25,0.0029961104,0,0,0.05,0,0.95,20
9,0.1,0.5,0,1,0.5,0.3333333333333333,1,0.001,0.1,0.5,0.01,0,0.99,0.373489,22,169.15,0.984838,0.15,0.00967555599999999,0,0,0,0,1,20
10,1,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.024929,16.75,67.8,0.965,0.35,5.625e-5,0.5,0,0.3,0,0.2,20
10,0.9,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.02610632,17.05,53.4,0.955,0.45,1.3324999999999e-4,0.3,0,0.3,0,0.4,20
10,0.8,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.02740034,16.8,92,0.964976,0.35,2.3725e-4,0.35,0,0.2,0,0.45,20
10,0.7,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.02998512500000001,17.2,97.7,0.9649894999999996,0.35,3.8e-4,0.35,0,0.1,0,0.55,20
10,0.6,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.03321062500000001,17.75,119.7,0.969994,0.3,2.3275e-4,0.3,0,0.2,0,0.5,20
10,0.5,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.039916325,17.95,120.5,0.9699825,0.3,7.3825e-4,0.2,0,0.05,0,0.75,20
10,0.4,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.05134361499999999,18.5,163.8,0.989962,0.1,9.8899999999999e-4,0.1,0,0,0,0.9,20
10,0.3,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.076828925,19.55,185.6,0.9999595,0,0.00180025,0,0,0,0,1,20
10,0.2,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.1444204,20.9,157.05,0.9849426,0.15,0.002878,0,0,0,0,1,20
10,0.1,0.5,0,1,0.5,0.31622776601683794,1,0.001,0.1,0.5,0.01,0,0.99,0.34009160000000005,22.85,181.9,0.98985635,0.1,0.00782475,0,0,0,0,1,20
